	X:TIME(s)	Y:Acc1_Relative-RevJoint1(rad/s^2)	Y:Acc1_Relative-RevJoint2(rad/s^2)	Y:Acc1_Relative-RevJoint3(rad/s^2)	Y:Acc1_Relative-RevJoint4(rad/s^2)	Y:Acc1_Relative-RevJoint5(rad/s^2)	Y:Acc1_Relative-RevJoint6(rad/s^2)	Y:Driving_Torque-RevJoint1(N*m)	Y:Driving_Torque-RevJoint2(N*m)	Y:Driving_Torque-RevJoint3(N*m)	Y:Driving_Torque-RevJoint4(N*m)	Y:Driving_Torque-RevJoint5(N*m)	Y:Driving_Torque-RevJoint6(N*m)
  4.77400000000e-001  1.00000000000e+000  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.33607865363e-001  4.42228494625e-001  3.95476199219e-001  9.32365349494e-002  1.09045258813e-001 -1.06347038119e-002
  4.79000000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.31330289394e-001  4.40183173666e-001  3.94013447927e-001  9.21335477405e-002  1.08557030125e-001 -1.08023779330e-002
  4.80600000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.29041518626e-001  4.38127967899e-001  3.92543282031e-001  9.10260334339e-002  1.08065991089e-001 -1.09701932440e-002
  4.82300000000e-001  1.00000000000e+000  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.99999999971e-001  9.26597416435e-001  4.35933466597e-001  3.90973096603e-001  8.98443459081e-002  1.07541178730e-001 -1.11486426831e-002
  4.83900000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.24285508537e-001  4.33857833173e-001  3.89487610253e-001  8.87275139017e-002  1.07044331993e-001 -1.13167236102e-002
  4.85500000000e-001  1.00000000000e+000  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.21962360099e-001  4.31772276497e-001  3.87994682860e-001  8.76061742162e-002  1.06544664184e-001 -1.14849207432e-002
  4.87100000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.19627956852e-001  4.29676784590e-001  3.86494306335e-001  8.64803337549e-002  1.06042172090e-001 -1.16532257555e-002
  4.88700000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.17282284854e-001  4.27571345760e-001  3.84986472862e-001  8.53499997006e-002  1.05536852641e-001 -1.18216302374e-002
  4.90300000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.14925330500e-001  4.25455948603e-001  3.83471174902e-001  8.42151795188e-002  1.05028702913e-001 -1.19901256956e-002
  4.91900000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.12557080532e-001  4.23330582016e-001  3.81948405199e-001  8.30758809635e-002  1.04517720133e-001 -1.21587035527e-002
  4.93500000000e-001  1.00000000000e+000  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.10177522029e-001  4.21195235188e-001  3.80418156773e-001  8.19321120738e-002  1.04003901674e-001 -1.23273551480e-002
  4.95200000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.07636836276e-001  4.18915482060e-001  3.78784065886e-001  8.07119687953e-002  1.03454859736e-001 -1.25066184792e-002
  4.96800000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.05233914633e-001  4.16759518154e-001  3.77238371797e-001  7.95590064862e-002  1.02935185050e-001 -1.26753944444e-002
  4.98400000000e-001  1.00000000000e+000  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.02819647089e-001  4.14593542805e-001  3.75685179418e-001  7.84016002901e-002  1.02412667597e-001 -1.28442170977e-002
  5.00000000000e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  9.00394022180e-001  4.12417546457e-001  3.74124482959e-001  7.72397594483e-002  1.01887305377e-001 -1.30130774342e-002
  5.01600000000e-001  1.00000000000e+000  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  8.97957028794e-001  4.10231519868e-001  3.72556276923e-001  7.60734935001e-002  1.01359096551e-001 -1.31819663642e-002
  5.03200000000e-001  1.00000000000e+000  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  8.95508656204e-001  4.08035454121e-001  3.70980556125e-001  7.49028122933e-002  1.00828039440e-001 -1.33508747123e-002
  5.04800000000e-001  1.00000000000e+000  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  8.93048894052e-001  4.05829340622e-001  3.69397315679e-001  7.37277259809e-002  1.00294132527e-001 -1.35197932179e-002
  5.06500000000e-001  1.00000000000e+000  9.99988342657e-001  9.99988342657e-001  9.99988342657e-001  9.99988342657e-001  9.99988342657e-001  8.90422195536e-001  4.03473717453e-001  3.67706458752e-001  7.24740994711e-002  9.97235902142e-002 -1.36993056390e-002
  5.08100000000e-001  1.00000000000e+000  1.00000999203e+000  1.00000999203e+000  1.00000999203e+000  1.00000999203e+000  1.00000999203e+000  8.87940230394e-001  4.01247985630e-001  3.66108473946e-001  7.12904852954e-002  9.91840655043e-002 -1.38681489750e-002
  5.09700000000e-001  9.99999999990e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  8.85444918678e-001  3.99010528945e-001  3.64501817984e-001  7.01017328041e-002  9.86413015253e-002 -1.40370707536e-002
  5.11300000000e-001  9.99999999990e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  8.82938787849e-001  3.96763514935e-001  3.62887985224e-001  6.89088616211e-002  9.80958051261e-002 -1.42059335143e-002
  5.12900000000e-001  9.99999999990e-001  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  8.80421220926e-001  3.94506414772e-001  3.61266612909e-001  6.77116415349e-002  9.75474537991e-002 -1.43747582335e-002
  5.14500000000e-001  9.99999999990e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  8.77892209910e-001  3.92239221901e-001  3.59637698075e-001  6.65100846120e-002  9.69962470477e-002 -1.45435351295e-002
  5.16100000000e-001  9.99999999990e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  8.75351747213e-001  3.89961930127e-001  3.58001238096e-001  6.53042032480e-002  9.64421845519e-002 -1.47122543337e-002
  5.17700000000e-001  9.99999999990e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  8.72799825661e-001  3.87674533608e-001  3.56357230678e-001  6.40940101672e-002  9.58852661690e-002 -1.48809058909e-002
  5.19400000000e-001  9.99999999990e-001  9.99999444857e-001  9.99999444857e-001  9.99999444857e-001  9.99999444857e-001  9.99999444857e-001  8.70075812294e-001  3.85233067899e-001  3.54602180937e-001  6.28034568341e-002  9.52904044629e-002 -1.50600145020e-002
  5.21000000000e-001  9.99999999990e-001  1.00000444090e+000  1.00000444090e+000  1.00000444090e+000  1.00000444090e+000  1.00000444090e+000  8.67500538594e-001  3.82925074169e-001  3.52942780326e-001  6.15845332760e-002  9.47276569616e-002 -1.52284795694e-002
  5.22600000000e-001  9.99999999990e-001  9.99988342660e-001  9.99988342660e-001  9.99988342660e-001  9.99988342660e-001  9.99988342660e-001  8.64912509373e-001  3.80605859176e-001  3.51275070861e-001  6.03608288521e-002  9.41617974062e-002 -1.53969098969e-002
  5.24200000000e-001  9.99999999990e-001  1.00000999197e+000  1.00000999197e+000  1.00000999197e+000  1.00000999197e+000  1.00000999197e+000  8.62315281046e-001  3.78278489234e-001  3.49601161503e-001  5.91337806861e-002  9.35935427952e-002 -1.55651169415e-002
  5.25800000000e-001  9.99999999990e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  8.59704649570e-001  3.75939339460e-001  3.47918564066e-001  5.79017251987e-002  9.30220491588e-002 -1.57333003503e-002
  5.27400000000e-001  9.99999999990e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  8.57083129101e-001  3.73590578680e-001  3.46228770711e-001  5.66656839039e-002  9.24478242774e-002 -1.59013236832e-002
  5.29000000000e-001  9.99999999990e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  8.54450111094e-001  3.71231682292e-001  3.44531423457e-001  5.54254303054e-002  9.18707476772e-002 -1.60692065883e-002
  5.30600000000e-001  9.99999999990e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  8.51805591826e-001  3.68862647444e-001  3.42826522810e-001  5.41809798642e-002  9.12908207042e-002 -1.62369384096e-002
  5.32300000000e-001  9.99999999990e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  8.48983184485e-001  3.66334436435e-001  3.41006790578e-001  5.28541704724e-002  9.06715268583e-002 -1.64149759078e-002
  5.33900000000e-001  9.99999999990e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  8.46314934043e-001  3.63944483688e-001  3.39286314221e-001  5.16011143829e-002  9.00857260713e-002 -1.65823620910e-002
  5.35500000000e-001  9.99999999990e-001  9.99999444887e-001  9.99999444887e-001  9.99999444887e-001  9.99999444887e-001  9.99999444887e-001  8.43635140348e-001  3.61544357251e-001  3.37558268456e-001  5.03438975924e-002  8.94970734944e-002 -1.67495656734e-002
  5.37100000000e-001  9.99999999990e-001  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  1.00000444089e+000  8.40944168774e-001  3.59134374177e-001  3.35822873472e-001  4.90826844732e-002  8.89056454882e-002 -1.69165574031e-002
  5.38700000000e-001  9.99999999990e-001  9.99988342624e-001  9.99988342624e-001  9.99988342624e-001  9.99988342624e-001  9.99988342624e-001  8.38240416175e-001  3.56713144800e-001  3.34079179809e-001  4.78168488677e-002  8.83111205690e-002 -1.70834057003e-002
  5.40300000000e-001  9.99999999990e-001  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  1.00000999200e+000  8.35527417313e-001  3.54283735433e-001  3.32329291732e-001  4.65478291766e-002  8.77142163159e-002 -1.72499239324e-002
  5.41900000000e-001  9.99999999990e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  8.32801003688e-001  3.51842529832e-001  3.30570734643e-001  4.52739680881e-002  8.71140923513e-002 -1.74163075766e-002
  5.43500000000e-001  9.99999999990e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  8.30063675466e-001  3.49391698012e-001  3.28804998495e-001  4.39962890978e-002  8.65112574661e-002 -1.75824212943e-002
  5.45200000000e-001  9.99999999991e-001  9.99990007994e-001  9.99990007994e-001  9.99990007994e-001  9.99990007994e-001  9.99990007994e-001  8.27142049835e-001  3.46776051663e-001  3.26920295024e-001  4.26340874565e-002  8.58675242469e-002 -1.77586707367e-002
  5.46800000000e-001  9.99999999991e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  8.24381573566e-001  3.44304815335e-001  3.25139385430e-001  4.13483372248e-002  8.52589792457e-002 -1.79242232349e-002
  5.48400000000e-001  9.99999999991e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  8.21608987394e-001  3.41822915469e-001  3.23350597073e-001  4.00583453602e-002  8.46474909563e-002 -1.80895298134e-002
  5.50000000000e-001  9.99999999991e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  8.18824891814e-001  3.39330874640e-001  3.21554291330e-001  3.87643728492e-002  8.40331845023e-002 -1.82545491675e-002
  5.51600000000e-001  9.99999999991e-001  9.99999444890e-001  9.99999444890e-001  9.99999444890e-001  9.99999444890e-001  9.99999444890e-001  8.16029256193e-001  3.36828666504e-001  3.19750453978e-001  3.74664265856e-002  8.34160571715e-002 -1.84192711316e-002
  5.53200000000e-001  9.99999999991e-001  1.00000444086e+000  1.00000444086e+000  1.00000444086e+000  1.00000444086e+000  1.00000444086e+000  8.13222447919e-001  3.34316611874e-001  3.17939308227e-001  3.61646744377e-002  8.27961872644e-002 -1.85836658797e-002
  5.54800000000e-001  9.99999999991e-001  9.99988342643e-001  9.99988342643e-001  9.99988342643e-001  9.99988342643e-001  9.99988342643e-001  8.10402881370e-001  3.31793327477e-001  3.16119912609e-001  3.48584951793e-002  8.21732561041e-002 -1.87477996421e-002
  5.56500000000e-001  9.99999999991e-001  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  8.07396243268e-001  3.29102766132e-001  3.14179637678e-001  3.34671166318e-002  8.15086785374e-002 -1.89217385243e-002
  5.58100000000e-001  9.99999999991e-001  9.99995559107e-001  9.99995559107e-001  9.99995559107e-001  9.99995559107e-001  9.99995559107e-001  8.04553633093e-001  3.26559175146e-001  3.12345191089e-001  3.21531909483e-002  8.08801108203e-002 -1.90851355488e-002
  5.59700000000e-001  9.99999999991e-001  1.00001165736e+000  1.00001165736e+000  1.00001165736e+000  1.00001165736e+000  1.00001165736e+000  8.01700791358e-001  3.24006562710e-001  3.10504016277e-001  3.08359216709e-002  8.02490083088e-002 -1.92481109268e-002
  5.61300000000e-001  9.99999999991e-001  9.99990007958e-001  9.99990007958e-001  9.99990007958e-001  9.99990007958e-001  9.99990007958e-001  7.98834224716e-001  3.21441873636e-001  3.08654031505e-001  2.95139140577e-002  7.96146633647e-002 -1.94108239611e-002
  5.62900000000e-001  9.99999999991e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  9.99999999963e-001  7.95958063985e-001  3.18868722416e-001  3.06797709135e-001  2.81888624678e-002  7.89779222916e-002 -1.95730600142e-002
  5.64500000000e-001  9.99999999991e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  7.93069841829e-001  3.16284950132e-001  3.04933579980e-001  2.68597876357e-002  7.83382865226e-002 -1.97349278586e-002
  5.66100000000e-001  9.99999999991e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  7.90170159128e-001  3.13691083051e-001  3.03062008074e-001  2.55269540547e-002  7.76958831502e-002 -1.98963858281e-002
  5.67700000000e-001  9.99999999991e-001  9.99999444870e-001  9.99999444870e-001  9.99999444870e-001  9.99999444870e-001  9.99999444870e-001  7.87258990814e-001  3.11087099471e-001  3.01182983526e-001  2.41903726299e-002  7.70507117379e-002 -2.00574228653e-002
  5.69400000000e-001  9.99999999991e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  7.84153402811e-001  3.08309381872e-001  2.99178427618e-001  2.27662181332e-002  7.63622126732e-002 -2.02280441743e-002
  5.71000000000e-001  9.99999999991e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  9.99999999974e-001  7.81218673065e-001  3.05684645960e-001  2.97284124998e-001  2.14220260722e-002  7.57113735972e-002 -2.03881677736e-002
  5.72600000000e-001  9.99999999991e-001  1.00000055513e+000  1.00000055513e+000  1.00000055513e+000  1.00000055513e+000  1.00000055513e+000  7.78272550676e-001  3.03049876084e-001  2.95382441740e-001  2.00741897387e-002  7.50578006161e-002 -2.05478279376e-002
  5.74200000000e-001  9.99999999991e-001  9.99995559109e-001  9.99995559109e-001  9.99995559109e-001  9.99995559109e-001  9.99995559109e-001  7.75314685340e-001  3.00404764274e-001  2.93473173437e-001  1.87225882502e-002  7.44014271427e-002 -2.07070291911e-002
  5.75800000000e-001  9.99999999991e-001  1.00001165728e+000  1.00001165728e+000  1.00001165728e+000  1.00001165728e+000  1.00001165728e+000  7.72346659244e-001  2.97750703533e-001  2.91557274331e-001  1.73678885549e-002  7.37425827789e-002 -2.08656820470e-002
  5.77400000000e-001  9.99999999991e-001  9.99990007961e-001  9.99990007961e-001  9.99990007961e-001  9.99990007961e-001  9.99990007961e-001  7.69365014757e-001  2.95084649277e-001  2.89632676761e-001  1.60087029725e-002  7.30805640174e-002 -2.10239418790e-002
  5.79000000000e-001  9.99999999991e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  7.66373852628e-001  2.92410213995e-001  2.87701846176e-001  1.46467265492e-002  7.24162174568e-002 -2.11815968396e-002
  5.80600000000e-001  9.99999999991e-001  1.00000000003e+000  1.00000000003e+000  1.00000000003e+000  1.00000000003e+000  1.00000000003e+000  7.63370732594e-001  2.89725247799e-001  2.85763324740e-001  1.32809862861e-002  7.17490481888e-002 -2.13387526719e-002
  5.82300000000e-001  9.99999999991e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  7.60167474517e-001  2.86861513687e-001  2.83695621199e-001  1.18260577150e-002  7.10372297652e-002 -2.15051375389e-002
  5.83900000000e-001  9.99999999991e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  7.57140946545e-001  2.84155934330e-001  2.81742009918e-001  1.04531389127e-002  7.03645147162e-002 -2.16611625348e-002
  5.85500000000e-001  9.99999999991e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  9.99999999985e-001  7.54103090624e-001  2.81440379830e-001  2.79781104837e-001  9.07678370415e-003  6.96891244276e-002 -2.18166184854e-002
  5.87100000000e-001  9.99999999991e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  7.51053921501e-001  2.78714863368e-001  2.77812921284e-001  7.69702147338e-003  6.90110681375e-002 -2.19714917229e-002
  5.88700000000e-001  9.99999999991e-001  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  1.00000055511e+000  7.47993487008e-001  2.75979427418e-001  2.75837494613e-001  6.31389536262e-003  6.83303620347e-002 -2.21257669334e-002
  5.90300000000e-001  9.99999999991e-001  9.99995559068e-001  9.99995559068e-001  9.99995559068e-001  9.99995559068e-001  9.99995559068e-001  7.44921446038e-001  2.73233769821e-001  2.73854626176e-001  4.92728914458e-003  6.76469422390e-002 -2.22794474859e-002
  5.91900000000e-001  9.99999999991e-001  1.00001165731e+000  1.00001165731e+000  1.00001165731e+000  1.00001165731e+000  1.00001165731e+000  7.41839372299e-001  2.70479285760e-001  2.71865270348e-001  3.53787265650e-003  6.69611399991e-002 -2.24324445217e-002
  5.93500000000e-001  9.99999999991e-001  9.99990008008e-001  9.99990008008e-001  9.99990008008e-001  9.99990008008e-001  9.99990008008e-001  7.38743846089e-001  2.67712942504e-001  2.69867374440e-001  2.14426581616e-003  6.62722562936e-002 -2.25849093906e-002
  5.95200000000e-001  9.99999999991e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  7.35444470652e-001  2.64764577560e-001  2.67737887597e-001  6.60785607564e-004  6.55378489382e-002 -2.27460957338e-002
  5.96800000000e-001  9.99999999991e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  9.99999999996e-001  7.32327065903e-001  2.61978979310e-001  2.65725934248e-001 -7.38977273470e-004  6.48438425962e-002 -2.28971390644e-002
  5.98400000000e-001  9.99999999991e-001  9.99999999976e-001  9.99999999976e-001  9.99999999976e-001  9.99999999976e-001  9.99999999976e-001  7.29198469480e-001  2.59183527314e-001  2.63706824500e-001 -2.14192706064e-003  6.41472428580e-002 -2.30475008842e-002
  6.00000000000e-001  9.99999999991e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  7.26058701102e-001  2.56378239078e-001  2.61680577635e-001 -3.54803077880e-003  6.34480610659e-002 -2.31971668887e-002
  6.01600000000e-001  9.99999999991e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  7.22907781120e-001  2.53563132665e-001  2.59647213436e-001 -4.95725499817e-003  6.27463088300e-002 -2.33461226967e-002
  6.03200000000e-001  9.99999999991e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  7.19745730523e-001  2.50738226686e-001  2.57606752192e-001 -6.36956583390e-003  6.20419980294e-002 -2.34943538512e-002
  6.04800000000e-001  9.99999999992e-001  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  1.00000055508e+000  7.16572603110e-001  2.47903569015e-001  2.55559234149e-001 -7.78491565533e-003  6.13351474898e-002 -2.36418442852e-002
  6.06500000000e-001  9.99999999992e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  9.99999999999e-001  7.13188941680e-001  2.44880991743e-001  2.53375976512e-001 -9.29205768572e-003  6.05813288127e-002 -2.37977297667e-002
  6.08100000000e-001  9.99999999992e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  7.09992940922e-001  2.42026196302e-001  2.51313912163e-001 -1.07136056611e-002  5.98692591639e-002 -2.39436509465e-002
  6.09700000000e-001  9.99999999992e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  9.99999999993e-001  7.06785901480e-001  2.39161682726e-001  2.49244838481e-001 -1.21380978497e-002  5.91546820185e-002 -2.40887879700e-002
  6.11300000000e-001  9.99999999992e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  7.03567847640e-001  2.36287472500e-001  2.47168778366e-001 -1.35654980238e-002  5.84376106445e-002 -2.42331260043e-002
  6.12900000000e-001  9.99999999992e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  7.00338804349e-001  2.33403587691e-001  2.45085755248e-001 -1.49957694858e-002  5.77180585897e-002 -2.43766501437e-002
  6.14500000000e-001  9.99999999992e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  6.97098797232e-001  2.30510050951e-001  2.42995793088e-001 -1.64288750649e-002  5.69960396836e-002 -2.45193454109e-002
  6.16100000000e-001  9.99999999992e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  6.93847852577e-001  2.27606885516e-001  2.40898916374e-001 -1.78647771196e-002  5.62715680371e-002 -2.46611967577e-002
  6.17700000000e-001  9.99999999992e-001  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  6.90585997348e-001  2.24694115207e-001  2.38795150129e-001 -1.93034375351e-002  5.55446580436e-002 -2.48021890656e-002
  6.19400000000e-001  9.99999999992e-001  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  6.87108352349e-001  2.21588799985e-001  2.36552378209e-001 -2.08349933967e-002  5.47696608950e-002 -2.49510351518e-002
  6.21000000000e-001  9.99999999992e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  6.83824082129e-001  2.18656297404e-001  2.34434483630e-001 -2.22792205156e-002  5.40377684907e-002 -2.50902076486e-002
  6.22600000000e-001  9.99999999992e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  9.99999999962e-001  6.80528988160e-001  2.15714266613e-001  2.32309779506e-001 -2.37260862944e-002  5.33034836008e-002 -2.52284743768e-002
  6.24200000000e-001  9.99999999992e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  6.77223100191e-001  2.12762733868e-001  2.30178293060e-001 -2.51755506704e-002  5.25668217867e-002 -2.53658199402e-002
  6.25800000000e-001  9.99999999992e-001  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  1.00000000001e+000  6.73906448662e-001  2.09801726025e-001  2.28040052060e-001 -2.66275731004e-002  5.18277988989e-002 -2.55022288765e-002
  6.27400000000e-001  9.99999999992e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  9.99999999982e-001  6.70579064716e-001  2.06831270552e-001  2.25895084828e-001 -2.80821125545e-002  5.10864310808e-002 -2.56376856575e-002
  6.29000000000e-001  9.99999999992e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  6.67240980199e-001  2.03851395537e-001  2.23743420241e-001 -2.95391275146e-002  5.03427347703e-002 -2.57721746903e-002
  6.30600000000e-001  9.99999999992e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  6.63892227665e-001  2.00862129681e-001  2.21585087732e-001 -3.09985759747e-002  4.95967266997e-002 -2.59056803182e-002
  6.32300000000e-001  9.99999999992e-001  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  6.60322526330e-001  1.97675777938e-001  2.19284586934e-001 -3.25518588176e-002  4.88015791727e-002 -2.60464349442e-002
  6.33900000000e-001  9.99999999992e-001  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  1.00000000000e+000  6.56951876846e-001  1.94667236764e-001  2.17112597182e-001 -3.40161916159e-002  4.80508572062e-002 -2.61778625846e-002
  6.35500000000e-001  9.99999999992e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  9.99999999960e-001  6.53570663460e-001  1.91649396511e-001  2.14934033135e-001 -3.54828262200e-002  4.72978765683e-002 -2.63082584839e-002
  6.37100000000e-001  9.99999999992e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  9.99999999968e-001  6.50178921637e-001  1.88622288427e-001  2.12748926516e-001 -3.69517186226e-002  4.65426552031e-002 -2.64376067351e-002
  6.38700000000e-001  9.99999999992e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  9.99999999998e-001  6.46776687555e-001  1.85585944382e-001  2.10557309616e-001 -3.84228243226e-002  4.57852113550e-002 -2.65658913722e-002
  6.40300000000e-001  9.99999999992e-001  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  1.00000000002e+000  6.43363998126e-001  1.82540396888e-001  2.08359215300e-001 -3.98960983218e-002  4.50255635708e-002 -2.66930963712e-002
  6.41900000000e-001  9.99999999992e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  9.99999999965e-001  6.39940890989e-001  1.79485679092e-001  2.06154677003e-001 -4.13714951232e-002  4.42637307010e-002 -2.68192056508e-002
